Gene stable ID,Transcript stable ID,Gene name,Gene description,Human gene name,Human gene stable ID
ENSPANG00000022252,ENSPANT00000051656,TRIM37,tripartite motif containing 37 [Source:NCBI gene (formerly Entrezgene);Acc:101017695],TRIM37,ENSG00000108395
ENSPANG00000022252,ENSPANT00000002382,TRIM37,tripartite motif containing 37 [Source:NCBI gene (formerly Entrezgene);Acc:101017695],TRIM37,ENSG00000108395
ENSPANG00000022252,ENSPANT00000037857,TRIM37,tripartite motif containing 37 [Source:NCBI gene (formerly Entrezgene);Acc:101017695],TRIM37,ENSG00000108395
ENSPANG00000022297,ENSPANT00000005700,AFDN,"afadin, adherens junction formation factor [Source:NCBI gene (formerly Entrezgene);Acc:100998712]",AFDN,ENSG00000130396
ENSPANG00000022297,ENSPANT00000051474,AFDN,"afadin, adherens junction formation factor [Source:NCBI gene (formerly Entrezgene);Acc:100998712]",AFDN,ENSG00000130396
ENSPANG00000022297,ENSPANT00000044966,AFDN,"afadin, adherens junction formation factor [Source:NCBI gene (formerly Entrezgene);Acc:100998712]",AFDN,ENSG00000130396
ENSPANG00000022297,ENSPANT00000049713,AFDN,"afadin, adherens junction formation factor [Source:NCBI gene (formerly Entrezgene);Acc:100998712]",AFDN,ENSG00000130396
ENSPANG00000022297,ENSPANT00000031287,AFDN,"afadin, adherens junction formation factor [Source:NCBI gene (formerly Entrezgene);Acc:100998712]",AFDN,ENSG00000130396
ENSPANG00000022649,ENSPANT00000019195,,,BMS1,ENSG00000165733
ENSPANG00000022668,ENSPANT00000019636,MARCHF8,membrane associated ring-CH-type finger 8 [Source:NCBI gene (formerly Entrezgene);Acc:101005635],MARCHF8,ENSG00000165406
ENSPANG00000022668,ENSPANT00000048542,MARCHF8,membrane associated ring-CH-type finger 8 [Source:NCBI gene (formerly Entrezgene);Acc:101005635],MARCHF8,ENSG00000165406
ENSPANG00000022668,ENSPANT00000046707,MARCHF8,membrane associated ring-CH-type finger 8 [Source:NCBI gene (formerly Entrezgene);Acc:101005635],MARCHF8,ENSG00000165406
ENSPANG00000022732,ENSPANT00000011097,PDLIM2,PDZ and LIM domain 2 [Source:NCBI gene (formerly Entrezgene);Acc:100998412],PDLIM2,ENSG00000120913
ENSPANG00000022732,ENSPANT00000056087,PDLIM2,PDZ and LIM domain 2 [Source:NCBI gene (formerly Entrezgene);Acc:100998412],PDLIM2,ENSG00000120913
ENSPANG00000022732,ENSPANT00000056096,PDLIM2,PDZ and LIM domain 2 [Source:NCBI gene (formerly Entrezgene);Acc:100998412],PDLIM2,ENSG00000120913
ENSPANG00000022732,ENSPANT00000036956,PDLIM2,PDZ and LIM domain 2 [Source:NCBI gene (formerly Entrezgene);Acc:100998412],PDLIM2,ENSG00000120913
ENSPANG00000023064,ENSPANT00000023759,,vacuolar protein sorting 4 homolog A [Source:NCBI gene (formerly Entrezgene);Acc:101007665],AC026464.4,ENSG00000260914
ENSPANG00000023064,ENSPANT00000023759,,vacuolar protein sorting 4 homolog A [Source:NCBI gene (formerly Entrezgene);Acc:101007665],VPS4A,ENSG00000132612
ENSPANG00000023064,ENSPANT00000048082,,vacuolar protein sorting 4 homolog A [Source:NCBI gene (formerly Entrezgene);Acc:101007665],AC026464.4,ENSG00000260914
ENSPANG00000023064,ENSPANT00000048082,,vacuolar protein sorting 4 homolog A [Source:NCBI gene (formerly Entrezgene);Acc:101007665],VPS4A,ENSG00000132612
ENSPANG00000023094,ENSPANT00000021014,TEFM,"transcription elongation factor, mitochondrial [Source:NCBI gene (formerly Entrezgene);Acc:101026519]",TEFM,ENSG00000172171
ENSPANG00000023168,ENSPANT00000058034,CLIC4,chloride intracellular channel 4 [Source:NCBI gene (formerly Entrezgene);Acc:100998549],CLIC4,ENSG00000169504
ENSPANG00000023168,ENSPANT00000011302,CLIC4,chloride intracellular channel 4 [Source:NCBI gene (formerly Entrezgene);Acc:100998549],CLIC4,ENSG00000169504
ENSPANG00000023226,ENSPANT00000015180,NOS1AP,chromosome 1 C1orf226 homolog [Source:NCBI gene (formerly Entrezgene);Acc:101016974],NOS1AP,ENSG00000198929
ENSPANG00000023226,ENSPANT00000050333,NOS1AP,chromosome 1 C1orf226 homolog [Source:NCBI gene (formerly Entrezgene);Acc:101016974],NOS1AP,ENSG00000198929
ENSPANG00000023300,ENSPANT00000021443,,,C8orf33,ENSG00000182307
ENSPANG00000023382,ENSPANT00000027939,,"cytochrome c oxidase subunit 5B, mitochondrial [Source:NCBI gene (formerly Entrezgene);Acc:101007148]",COX5B,ENSG00000135940
ENSPANG00000023556,ENSPANT00000027746,DSEL,dermatan sulfate epimerase like [Source:NCBI gene (formerly Entrezgene);Acc:101003609],DSEL,ENSG00000171451
ENSPANG00000023558,ENSPANT00000033983,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:NCBI gene (formerly Entrezgene);Acc:101004837]",ST3GAL3,ENSG00000126091
ENSPANG00000023558,ENSPANT00000047698,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:NCBI gene (formerly Entrezgene);Acc:101004837]",ST3GAL3,ENSG00000126091
ENSPANG00000023558,ENSPANT00000020365,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:NCBI gene (formerly Entrezgene);Acc:101004837]",ST3GAL3,ENSG00000126091
ENSPANG00000023558,ENSPANT00000055149,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:NCBI gene (formerly Entrezgene);Acc:101004837]",ST3GAL3,ENSG00000126091
ENSPANG00000023558,ENSPANT00000042045,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:NCBI gene (formerly Entrezgene);Acc:101004837]",ST3GAL3,ENSG00000126091
ENSPANG00000023558,ENSPANT00000053566,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:NCBI gene (formerly Entrezgene);Acc:101004837]",ST3GAL3,ENSG00000126091
ENSPANG00000023558,ENSPANT00000046885,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:NCBI gene (formerly Entrezgene);Acc:101004837]",ST3GAL3,ENSG00000126091
ENSPANG00000023558,ENSPANT00000036951,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3 [Source:NCBI gene (formerly Entrezgene);Acc:101004837]",ST3GAL3,ENSG00000126091
ENSPANG00000023576,ENSPANT00000044178,,LYR motif containing 4 [Source:NCBI gene (formerly Entrezgene);Acc:100997070],,
ENSPANG00000023576,ENSPANT00000034153,,LYR motif containing 4 [Source:NCBI gene (formerly Entrezgene);Acc:100997070],,
ENSPANG00000023576,ENSPANT00000013697,,LYR motif containing 4 [Source:NCBI gene (formerly Entrezgene);Acc:100997070],,
ENSPANG00000023576,ENSPANT00000040148,,LYR motif containing 4 [Source:NCBI gene (formerly Entrezgene);Acc:100997070],,
ENSPANG00000023576,ENSPANT00000041759,,LYR motif containing 4 [Source:NCBI gene (formerly Entrezgene);Acc:100997070],,
ENSPANG00000023586,ENSPANT00000002042,,,,
ENSPANG00000023708,ENSPANT00000022606,,ubiquitin [Source:NCBI gene (formerly Entrezgene);Acc:100998924],,
ENSPANG00000023708,ENSPANT00000037083,,ubiquitin [Source:NCBI gene (formerly Entrezgene);Acc:100998924],,
ENSPANG00000023727,ENSPANT00000058290,,tripartite motif containing 16 [Source:NCBI gene (formerly Entrezgene);Acc:103878667],TRIM16,ENSG00000221926
ENSPANG00000023727,ENSPANT00000058290,,tripartite motif containing 16 [Source:NCBI gene (formerly Entrezgene);Acc:103878667],TRIM16L,ENSG00000108448
ENSPANG00000023727,ENSPANT00000022618,,tripartite motif containing 16 [Source:NCBI gene (formerly Entrezgene);Acc:103878667],TRIM16,ENSG00000221926
ENSPANG00000023727,ENSPANT00000022618,,tripartite motif containing 16 [Source:NCBI gene (formerly Entrezgene);Acc:103878667],TRIM16L,ENSG00000108448
ENSPANG00000023727,ENSPANT00000049890,,tripartite motif containing 16 [Source:NCBI gene (formerly Entrezgene);Acc:103878667],TRIM16,ENSG00000221926
ENSPANG00000023727,ENSPANT00000049890,,tripartite motif containing 16 [Source:NCBI gene (formerly Entrezgene);Acc:103878667],TRIM16L,ENSG00000108448
ENSPANG00000023956,ENSPANT00000018411,HDGFL2,HDGF like 2 [Source:NCBI gene (formerly Entrezgene);Acc:101011636],HDGFL2,ENSG00000167674
ENSPANG00000023956,ENSPANT00000005865,HDGFL2,HDGF like 2 [Source:NCBI gene (formerly Entrezgene);Acc:101011636],HDGFL2,ENSG00000167674
ENSPANG00000024101,ENSPANT00000023194,,SUMO specific peptidase 3 [Source:NCBI gene (formerly Entrezgene);Acc:101002666],SENP3,ENSG00000161956
ENSPANG00000024101,ENSPANT00000023194,,SUMO specific peptidase 3 [Source:NCBI gene (formerly Entrezgene);Acc:101002666],SENP3-EIF4A1,ENSG00000277957
ENSPANG00000024188,ENSPANT00000031801,NEURL4,neuralized E3 ubiquitin protein ligase 4 [Source:NCBI gene (formerly Entrezgene);Acc:101022988],NEURL4,ENSG00000215041
ENSPANG00000024188,ENSPANT00000023329,NEURL4,neuralized E3 ubiquitin protein ligase 4 [Source:NCBI gene (formerly Entrezgene);Acc:101022988],NEURL4,ENSG00000215041
ENSPANG00000024188,ENSPANT00000036525,NEURL4,neuralized E3 ubiquitin protein ligase 4 [Source:NCBI gene (formerly Entrezgene);Acc:101022988],NEURL4,ENSG00000215041
ENSPANG00000024193,ENSPANT00000023323,,transmembrane protein 256 [Source:NCBI gene (formerly Entrezgene);Acc:100997532],TMEM256-PLSCR3,ENSG00000262481
ENSPANG00000024193,ENSPANT00000023323,,transmembrane protein 256 [Source:NCBI gene (formerly Entrezgene);Acc:100997532],TMEM256,ENSG00000205544
ENSPANG00000024193,ENSPANT00000041664,,transmembrane protein 256 [Source:NCBI gene (formerly Entrezgene);Acc:100997532],TMEM256-PLSCR3,ENSG00000262481
ENSPANG00000024193,ENSPANT00000041664,,transmembrane protein 256 [Source:NCBI gene (formerly Entrezgene);Acc:100997532],TMEM256,ENSG00000205544
ENSPANG00000024322,ENSPANT00000042005,,poliovirus receptor homolog [Source:NCBI gene (formerly Entrezgene);Acc:100999467],PVR,ENSG00000073008
ENSPANG00000024322,ENSPANT00000023564,,poliovirus receptor homolog [Source:NCBI gene (formerly Entrezgene);Acc:100999467],PVR,ENSG00000073008
ENSPANG00000024465,ENSPANT00000037114,SGSM2,small G protein signaling modulator 2 [Source:NCBI gene (formerly Entrezgene);Acc:101024756],SGSM2,ENSG00000141258
ENSPANG00000024465,ENSPANT00000024147,SGSM2,small G protein signaling modulator 2 [Source:NCBI gene (formerly Entrezgene);Acc:101024756],SGSM2,ENSG00000141258
ENSPANG00000024465,ENSPANT00000035694,SGSM2,small G protein signaling modulator 2 [Source:NCBI gene (formerly Entrezgene);Acc:101024756],SGSM2,ENSG00000141258
ENSPANG00000024481,ENSPANT00000044321,,UL16-binding protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101017701],RAET1L,ENSG00000155918
ENSPANG00000024481,ENSPANT00000044321,,UL16-binding protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101017701],ULBP2,ENSG00000131015
ENSPANG00000024481,ENSPANT00000044321,,UL16-binding protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101017701],RAET1G,ENSG00000203722
ENSPANG00000024481,ENSPANT00000023721,,UL16-binding protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101017701],RAET1L,ENSG00000155918
ENSPANG00000024481,ENSPANT00000023721,,UL16-binding protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101017701],ULBP2,ENSG00000131015
ENSPANG00000024481,ENSPANT00000023721,,UL16-binding protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101017701],RAET1G,ENSG00000203722
ENSPANG00000024486,ENSPANT00000055133,SLC22A7,solute carrier family 22 member 7 [Source:NCBI gene (formerly Entrezgene);Acc:101017227],SLC22A7,ENSG00000137204
ENSPANG00000024486,ENSPANT00000024427,SLC22A7,solute carrier family 22 member 7 [Source:NCBI gene (formerly Entrezgene);Acc:101017227],SLC22A7,ENSG00000137204
ENSPANG00000024647,ENSPANT00000039028,ERCC6L2,ERCC excision repair 6 like 2 [Source:NCBI gene (formerly Entrezgene);Acc:101017805],ERCC6L2,ENSG00000182150
ENSPANG00000024647,ENSPANT00000024410,ERCC6L2,ERCC excision repair 6 like 2 [Source:NCBI gene (formerly Entrezgene);Acc:101017805],ERCC6L2,ENSG00000182150
ENSPANG00000024647,ENSPANT00000046995,ERCC6L2,ERCC excision repair 6 like 2 [Source:NCBI gene (formerly Entrezgene);Acc:101017805],ERCC6L2,ENSG00000182150
ENSPANG00000024747,ENSPANT00000020198,GLI4,GLI family zinc finger 4 [Source:NCBI gene (formerly Entrezgene);Acc:101008876],GLI4,ENSG00000250571
ENSPANG00000024747,ENSPANT00000042517,GLI4,GLI family zinc finger 4 [Source:NCBI gene (formerly Entrezgene);Acc:101008876],GLI4,ENSG00000250571
ENSPANG00000024781,ENSPANT00000025391,DBNDD2,dysbindin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15881],DBNDD2,ENSG00000244274
ENSPANG00000024813,ENSPANT00000057312,,complement C4-A [Source:NCBI gene (formerly Entrezgene);Acc:101024934],C4A,ENSG00000244731
ENSPANG00000024813,ENSPANT00000057312,,complement C4-A [Source:NCBI gene (formerly Entrezgene);Acc:101024934],C4B,ENSG00000224389
ENSPANG00000024813,ENSPANT00000024567,,complement C4-A [Source:NCBI gene (formerly Entrezgene);Acc:101024934],C4A,ENSG00000244731
ENSPANG00000024813,ENSPANT00000024567,,complement C4-A [Source:NCBI gene (formerly Entrezgene);Acc:101024934],C4B,ENSG00000224389
ENSPANG00000024881,ENSPANT00000046754,HNRNPK,heterogeneous nuclear ribonucleoprotein K [Source:NCBI gene (formerly Entrezgene);Acc:101006841],HNRNPK,ENSG00000165119
ENSPANG00000024881,ENSPANT00000054727,HNRNPK,heterogeneous nuclear ribonucleoprotein K [Source:NCBI gene (formerly Entrezgene);Acc:101006841],HNRNPK,ENSG00000165119
ENSPANG00000024881,ENSPANT00000025016,HNRNPK,heterogeneous nuclear ribonucleoprotein K [Source:NCBI gene (formerly Entrezgene);Acc:101006841],HNRNPK,ENSG00000165119
ENSPANG00000024881,ENSPANT00000050548,HNRNPK,heterogeneous nuclear ribonucleoprotein K [Source:NCBI gene (formerly Entrezgene);Acc:101006841],HNRNPK,ENSG00000165119
ENSPANG00000024881,ENSPANT00000038620,HNRNPK,heterogeneous nuclear ribonucleoprotein K [Source:NCBI gene (formerly Entrezgene);Acc:101006841],HNRNPK,ENSG00000165119
ENSPANG00000025053,ENSPANT00000029090,,protein only RNase P catalytic subunit [Source:NCBI gene (formerly Entrezgene);Acc:101021627],AL121594.1,ENSG00000258790
ENSPANG00000025053,ENSPANT00000029090,,protein only RNase P catalytic subunit [Source:NCBI gene (formerly Entrezgene);Acc:101021627],PRORP,ENSG00000100890
ENSPANG00000025053,ENSPANT00000046497,,protein only RNase P catalytic subunit [Source:NCBI gene (formerly Entrezgene);Acc:101021627],AL121594.1,ENSG00000258790
ENSPANG00000025053,ENSPANT00000046497,,protein only RNase P catalytic subunit [Source:NCBI gene (formerly Entrezgene);Acc:101021627],PRORP,ENSG00000100890
ENSPANG00000025236,ENSPANT00000025792,CCDC171,coiled-coil domain containing 171 [Source:NCBI gene (formerly Entrezgene);Acc:101008465],CCDC171,ENSG00000164989
ENSPANG00000025253,ENSPANT00000025902,DENND4C,DENN domain-containing protein 4C [Source:NCBI gene (formerly Entrezgene);Acc:101003343],DENND4C,ENSG00000137145
ENSPANG00000025253,ENSPANT00000055956,DENND4C,DENN domain-containing protein 4C [Source:NCBI gene (formerly Entrezgene);Acc:101003343],DENND4C,ENSG00000137145
ENSPANG00000025253,ENSPANT00000042750,DENND4C,DENN domain-containing protein 4C [Source:NCBI gene (formerly Entrezgene);Acc:101003343],DENND4C,ENSG00000137145
ENSPANG00000025325,ENSPANT00000034139,,interleukin 11 receptor subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:101011618],IL11RA,ENSG00000137070
ENSPANG00000025325,ENSPANT00000034139,,interleukin 11 receptor subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:101011618],AL162231.3,ENSG00000258728
ENSPANG00000025325,ENSPANT00000032531,,interleukin 11 receptor subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:101011618],IL11RA,ENSG00000137070
ENSPANG00000025325,ENSPANT00000032531,,interleukin 11 receptor subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:101011618],AL162231.3,ENSG00000258728
ENSPANG00000025325,ENSPANT00000026389,,interleukin 11 receptor subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:101011618],IL11RA,ENSG00000137070
ENSPANG00000025325,ENSPANT00000026389,,interleukin 11 receptor subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:101011618],AL162231.3,ENSG00000258728
ENSPANG00000025325,ENSPANT00000032009,,interleukin 11 receptor subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:101011618],IL11RA,ENSG00000137070
ENSPANG00000025325,ENSPANT00000032009,,interleukin 11 receptor subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:101011618],AL162231.3,ENSG00000258728
ENSPANG00000025325,ENSPANT00000038809,,interleukin 11 receptor subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:101011618],IL11RA,ENSG00000137070
ENSPANG00000025325,ENSPANT00000038809,,interleukin 11 receptor subunit alpha [Source:NCBI gene (formerly Entrezgene);Acc:101011618],AL162231.3,ENSG00000258728
ENSPANG00000025341,ENSPANT00000034380,MAP4K1,mitogen-activated protein kinase kinase kinase kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101026900],MAP4K1,ENSG00000104814
ENSPANG00000025341,ENSPANT00000018502,MAP4K1,mitogen-activated protein kinase kinase kinase kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101026900],MAP4K1,ENSG00000104814
ENSPANG00000025341,ENSPANT00000034919,MAP4K1,mitogen-activated protein kinase kinase kinase kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101026900],MAP4K1,ENSG00000104814
ENSPANG00000025341,ENSPANT00000032739,MAP4K1,mitogen-activated protein kinase kinase kinase kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101026900],MAP4K1,ENSG00000104814
ENSPANG00000025811,ENSPANT00000027701,MAOA,amine oxidase [flavin-containing] A [Source:NCBI gene (formerly Entrezgene);Acc:100998752],MAOA,ENSG00000189221
ENSPANG00000025811,ENSPANT00000052554,MAOA,amine oxidase [flavin-containing] A [Source:NCBI gene (formerly Entrezgene);Acc:100998752],MAOA,ENSG00000189221
ENSPANG00000025832,ENSPANT00000027765,GSN,gelsolin [Source:NCBI gene (formerly Entrezgene);Acc:100998115],GSN,ENSG00000148180
ENSPANG00000025832,ENSPANT00000035675,GSN,gelsolin [Source:NCBI gene (formerly Entrezgene);Acc:100998115],GSN,ENSG00000148180
ENSPANG00000025832,ENSPANT00000037603,GSN,gelsolin [Source:NCBI gene (formerly Entrezgene);Acc:100998115],GSN,ENSG00000148180
ENSPANG00000025832,ENSPANT00000027774,GSN,gelsolin [Source:NCBI gene (formerly Entrezgene);Acc:100998115],GSN,ENSG00000148180
ENSPANG00000025832,ENSPANT00000042114,GSN,gelsolin [Source:NCBI gene (formerly Entrezgene);Acc:100998115],GSN,ENSG00000148180
ENSPANG00000025832,ENSPANT00000058793,GSN,gelsolin [Source:NCBI gene (formerly Entrezgene);Acc:100998115],GSN,ENSG00000148180
ENSPANG00000026035,ENSPANT00000028448,,ribosomal protein L7a [Source:NCBI gene (formerly Entrezgene);Acc:101021821],,
ENSPANG00000026173,ENSPANT00000023008,,DiGeorge syndrome critical region gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:101011927],DGCR6L,ENSG00000128185
ENSPANG00000026173,ENSPANT00000023008,,DiGeorge syndrome critical region gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:101011927],AC007325.4,ENSG00000278817
ENSPANG00000026173,ENSPANT00000023008,,DiGeorge syndrome critical region gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:101011927],DGCR6,ENSG00000183628
ENSPANG00000026173,ENSPANT00000044720,,DiGeorge syndrome critical region gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:101011927],DGCR6L,ENSG00000128185
ENSPANG00000026173,ENSPANT00000044720,,DiGeorge syndrome critical region gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:101011927],AC007325.4,ENSG00000278817
ENSPANG00000026173,ENSPANT00000044720,,DiGeorge syndrome critical region gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:101011927],DGCR6,ENSG00000183628
ENSPANG00000026173,ENSPANT00000037742,,DiGeorge syndrome critical region gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:101011927],DGCR6L,ENSG00000128185
ENSPANG00000026173,ENSPANT00000037742,,DiGeorge syndrome critical region gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:101011927],AC007325.4,ENSG00000278817
ENSPANG00000026173,ENSPANT00000037742,,DiGeorge syndrome critical region gene 6 [Source:NCBI gene (formerly Entrezgene);Acc:101011927],DGCR6,ENSG00000183628
ENSPANG00000026200,ENSPANT00000025336,,,,
ENSPANG00000026228,ENSPANT00000012471,,TRPM8 channel associated factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013045],TCAF2C,ENSG00000283528
ENSPANG00000026228,ENSPANT00000012471,,TRPM8 channel associated factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013045],TCAF2,ENSG00000170379
ENSPANG00000026228,ENSPANT00000048800,,TRPM8 channel associated factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013045],TCAF2C,ENSG00000283528
ENSPANG00000026228,ENSPANT00000048800,,TRPM8 channel associated factor 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013045],TCAF2,ENSG00000170379
ENSPANG00000026271,ENSPANT00000029087,,acyl-coenzyme A thioesterase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101003993],ACOT1,ENSG00000184227
ENSPANG00000026271,ENSPANT00000029087,,acyl-coenzyme A thioesterase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101003993],ACOT2,ENSG00000119673
ENSPANG00000026271,ENSPANT00000056794,,acyl-coenzyme A thioesterase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101003993],ACOT1,ENSG00000184227
ENSPANG00000026271,ENSPANT00000056794,,acyl-coenzyme A thioesterase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101003993],ACOT2,ENSG00000119673
ENSPANG00000026271,ENSPANT00000059465,,acyl-coenzyme A thioesterase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101003993],ACOT1,ENSG00000184227
ENSPANG00000026271,ENSPANT00000059465,,acyl-coenzyme A thioesterase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101003993],ACOT2,ENSG00000119673
ENSPANG00000026271,ENSPANT00000051048,,acyl-coenzyme A thioesterase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101003993],ACOT1,ENSG00000184227
ENSPANG00000026271,ENSPANT00000051048,,acyl-coenzyme A thioesterase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101003993],ACOT2,ENSG00000119673
ENSPANG00000026387,ENSPANT00000023421,PA2G4,proliferation-associated 2G4 [Source:NCBI gene (formerly Entrezgene);Acc:101008187],PA2G4,ENSG00000170515
ENSPANG00000026387,ENSPANT00000038334,PA2G4,proliferation-associated 2G4 [Source:NCBI gene (formerly Entrezgene);Acc:101008187],PA2G4,ENSG00000170515
ENSPANG00000026387,ENSPANT00000046539,PA2G4,proliferation-associated 2G4 [Source:NCBI gene (formerly Entrezgene);Acc:101008187],PA2G4,ENSG00000170515
ENSPANG00000026452,ENSPANT00000025870,,,PCLO,ENSG00000186472
ENSPANG00000026780,ENSPANT00000017156,,,,
