Gene stable ID,Transcript stable ID,Gene name,Gene description,Human gene name,Human gene stable ID
ENSPANG00000025484,ENSPANT00000026719,DUSP3,dual specificity phosphatase 3 [Source:NCBI gene (formerly Entrezgene);Acc:101012797],DUSP3,ENSG00000108861
ENSPANG00000011216,ENSPANT00000053168,FIG4,FIG4 phosphoinositide 5-phosphatase [Source:NCBI gene (formerly Entrezgene);Acc:101013917],FIG4,ENSG00000112367
ENSPANG00000011216,ENSPANT00000040228,FIG4,FIG4 phosphoinositide 5-phosphatase [Source:NCBI gene (formerly Entrezgene);Acc:101013917],FIG4,ENSG00000112367
ENSPANG00000016900,ENSPANT00000024456,RASSF1,Ras association domain family member 1 [Source:NCBI gene (formerly Entrezgene);Acc:101006593],RASSF1,ENSG00000068028
ENSPANG00000016900,ENSPANT00000037298,RASSF1,Ras association domain family member 1 [Source:NCBI gene (formerly Entrezgene);Acc:101006593],RASSF1,ENSG00000068028
ENSPANG00000022543,ENSPANT00000000777,RIPPLY1,ripply transcriptional repressor 1 [Source:NCBI gene (formerly Entrezgene);Acc:101015010],RIPPLY1,ENSG00000147223
ENSPANG00000022543,ENSPANT00000043066,RIPPLY1,ripply transcriptional repressor 1 [Source:NCBI gene (formerly Entrezgene);Acc:101015010],RIPPLY1,ENSG00000147223
ENSPANG00000021729,ENSPANT00000024321,MTHFSD,methenyltetrahydrofolate synthetase domain containing [Source:NCBI gene (formerly Entrezgene);Acc:101024094],MTHFSD,ENSG00000103248
ENSPANG00000021729,ENSPANT00000052832,MTHFSD,methenyltetrahydrofolate synthetase domain containing [Source:NCBI gene (formerly Entrezgene);Acc:101024094],MTHFSD,ENSG00000103248
ENSPANG00000021729,ENSPANT00000055054,MTHFSD,methenyltetrahydrofolate synthetase domain containing [Source:NCBI gene (formerly Entrezgene);Acc:101024094],MTHFSD,ENSG00000103248
ENSPANG00000012281,ENSPANT00000017897,GLT8D2,glycosyltransferase 8 domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:101016598],GLT8D2,ENSG00000120820
ENSPANG00000012281,ENSPANT00000044467,GLT8D2,glycosyltransferase 8 domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:101016598],GLT8D2,ENSG00000120820
ENSPANG00000018605,ENSPANT00000024274,NSUN5,NOP2/Sun RNA methyltransferase 5 [Source:NCBI gene (formerly Entrezgene);Acc:101008586],NSUN5,ENSG00000130305
ENSPANG00000003024,ENSPANT00000008449,P4HA2,prolyl 4-hydroxylase subunit alpha 2 [Source:NCBI gene (formerly Entrezgene);Acc:100137538],P4HA2,ENSG00000072682
ENSPANG00000003024,ENSPANT00000039658,P4HA2,prolyl 4-hydroxylase subunit alpha 2 [Source:NCBI gene (formerly Entrezgene);Acc:100137538],P4HA2,ENSG00000072682
ENSPANG00000003024,ENSPANT00000001496,P4HA2,prolyl 4-hydroxylase subunit alpha 2 [Source:NCBI gene (formerly Entrezgene);Acc:100137538],P4HA2,ENSG00000072682
ENSPANG00000011043,ENSPANT00000010882,CDC37,"cell division cycle 37, HSP90 cochaperone [Source:NCBI gene (formerly Entrezgene);Acc:101024202]",CDC37,ENSG00000105401
ENSPANG00000021320,ENSPANT00000013853,TMUB2,transmembrane and ubiquitin like domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:101006048],TMUB2,ENSG00000168591
ENSPANG00000021320,ENSPANT00000058485,TMUB2,transmembrane and ubiquitin like domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:101006048],TMUB2,ENSG00000168591
ENSPANG00000030920,ENSPANT00000038150,EFNA2,ephrin A2 [Source:HGNC Symbol;Acc:HGNC:3222],EFNA2,ENSG00000099617
ENSPANG00000024874,ENSPANT00000052377,SEMA4D,semaphorin 4D [Source:NCBI gene (formerly Entrezgene);Acc:101026643],SEMA4D,ENSG00000187764
ENSPANG00000024874,ENSPANT00000043422,SEMA4D,semaphorin 4D [Source:NCBI gene (formerly Entrezgene);Acc:101026643],SEMA4D,ENSG00000187764
ENSPANG00000024874,ENSPANT00000044242,SEMA4D,semaphorin 4D [Source:NCBI gene (formerly Entrezgene);Acc:101026643],SEMA4D,ENSG00000187764
ENSPANG00000024874,ENSPANT00000024820,SEMA4D,semaphorin 4D [Source:NCBI gene (formerly Entrezgene);Acc:101026643],SEMA4D,ENSG00000187764
ENSPANG00000022414,ENSPANT00000035040,LMBR1L,limb development membrane protein 1 like [Source:NCBI gene (formerly Entrezgene);Acc:101016471],LMBR1L,ENSG00000139636
ENSPANG00000022414,ENSPANT00000025982,LMBR1L,limb development membrane protein 1 like [Source:NCBI gene (formerly Entrezgene);Acc:101016471],LMBR1L,ENSG00000139636
ENSPANG00000022414,ENSPANT00000034171,LMBR1L,limb development membrane protein 1 like [Source:NCBI gene (formerly Entrezgene);Acc:101016471],LMBR1L,ENSG00000139636
ENSPANG00000022414,ENSPANT00000038204,LMBR1L,limb development membrane protein 1 like [Source:NCBI gene (formerly Entrezgene);Acc:101016471],LMBR1L,ENSG00000139636
ENSPANG00000007037,ENSPANT00000016892,MRPL22,mitochondrial ribosomal protein L22 [Source:NCBI gene (formerly Entrezgene);Acc:101006875],MRPL22,ENSG00000082515
ENSPANG00000007037,ENSPANT00000050444,MRPL22,mitochondrial ribosomal protein L22 [Source:NCBI gene (formerly Entrezgene);Acc:101006875],MRPL22,ENSG00000082515
ENSPANG00000016161,ENSPANT00000023566,RASGRP4,RAS guanyl releasing protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:101023506],RASGRP4,ENSG00000171777
ENSPANG00000016161,ENSPANT00000036670,RASGRP4,RAS guanyl releasing protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:101023506],RASGRP4,ENSG00000171777
ENSPANG00000016161,ENSPANT00000055928,RASGRP4,RAS guanyl releasing protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:101023506],RASGRP4,ENSG00000171777
ENSPANG00000016161,ENSPANT00000045461,RASGRP4,RAS guanyl releasing protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:101023506],RASGRP4,ENSG00000171777
ENSPANG00000016161,ENSPANT00000044612,RASGRP4,RAS guanyl releasing protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:101023506],RASGRP4,ENSG00000171777
ENSPANG00000011359,ENSPANT00000010627,RPS9,ribosomal protein S9 [Source:NCBI gene (formerly Entrezgene);Acc:100137341],RPS9,ENSG00000170889
ENSPANG00000011359,ENSPANT00000059187,RPS9,ribosomal protein S9 [Source:NCBI gene (formerly Entrezgene);Acc:100137341],RPS9,ENSG00000170889
ENSPANG00000025214,ENSPANT00000017338,RNF19B,ring finger protein 19B [Source:NCBI gene (formerly Entrezgene);Acc:101015753],RNF19B,ENSG00000116514
ENSPANG00000025214,ENSPANT00000036811,RNF19B,ring finger protein 19B [Source:NCBI gene (formerly Entrezgene);Acc:101015753],RNF19B,ENSG00000116514
ENSPANG00000025214,ENSPANT00000050034,RNF19B,ring finger protein 19B [Source:NCBI gene (formerly Entrezgene);Acc:101015753],RNF19B,ENSG00000116514
ENSPANG00000018418,ENSPANT00000048244,TTPA,alpha tocopherol transfer protein [Source:NCBI gene (formerly Entrezgene);Acc:101018953],TTPA,ENSG00000137561
ENSPANG00000018418,ENSPANT00000002689,TTPA,alpha tocopherol transfer protein [Source:NCBI gene (formerly Entrezgene);Acc:101018953],TTPA,ENSG00000137561
ENSPANG00000022474,ENSPANT00000018604,RSAD1,radical S-adenosyl methionine domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:101009048],RSAD1,ENSG00000136444
ENSPANG00000008546,ENSPANT00000014274,POP4,"POP4 homolog, ribonuclease P/MRP subunit [Source:NCBI gene (formerly Entrezgene);Acc:100997675]",POP4,ENSG00000105171
ENSPANG00000000703,ENSPANT00000007843,TPX2,TPX2 microtubule nucleation factor [Source:NCBI gene (formerly Entrezgene);Acc:101019073],TPX2,ENSG00000088325
ENSPANG00000000703,ENSPANT00000046809,TPX2,TPX2 microtubule nucleation factor [Source:NCBI gene (formerly Entrezgene);Acc:101019073],TPX2,ENSG00000088325
ENSPANG00000000703,ENSPANT00000033208,TPX2,TPX2 microtubule nucleation factor [Source:NCBI gene (formerly Entrezgene);Acc:101019073],TPX2,ENSG00000088325
ENSPANG00000000703,ENSPANT00000047191,TPX2,TPX2 microtubule nucleation factor [Source:NCBI gene (formerly Entrezgene);Acc:101019073],TPX2,ENSG00000088325
ENSPANG00000026046,ENSPANT00000028484,ADAMTSL2,ADAMTS like 2 [Source:NCBI gene (formerly Entrezgene);Acc:101017685],ADAMTSL2,ENSG00000197859
ENSPANG00000026046,ENSPANT00000036986,ADAMTSL2,ADAMTS like 2 [Source:NCBI gene (formerly Entrezgene);Acc:101017685],ADAMTSL2,ENSG00000197859
ENSPANG00000021307,ENSPANT00000022139,MKRN2,makorin ring finger protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101010427],MKRN2,ENSG00000075975
ENSPANG00000021307,ENSPANT00000043449,MKRN2,makorin ring finger protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101010427],MKRN2,ENSG00000075975
ENSPANG00000021307,ENSPANT00000058959,MKRN2,makorin ring finger protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101010427],MKRN2,ENSG00000075975
ENSPANG00000020391,ENSPANT00000000696,ABTB1,ankyrin repeat and BTB domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:101003192],ABTB1,ENSG00000114626
ENSPANG00000032558,ENSPANT00000042733,CYBA,cytochrome b-245 light chain [Source:NCBI gene (formerly Entrezgene);Acc:101005729],CYBA,ENSG00000051523
ENSPANG00000032558,ENSPANT00000054735,CYBA,cytochrome b-245 light chain [Source:NCBI gene (formerly Entrezgene);Acc:101005729],CYBA,ENSG00000051523
ENSPANG00000015672,ENSPANT00000012215,CEMIP,cell migration inducing hyaluronidase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101015715],CEMIP,ENSG00000103888
ENSPANG00000026079,ENSPANT00000049854,HSD17B7,hydroxysteroid 17-beta dehydrogenase 7 [Source:NCBI gene (formerly Entrezgene);Acc:101019563],HSD17B7,ENSG00000132196
ENSPANG00000026079,ENSPANT00000019811,HSD17B7,hydroxysteroid 17-beta dehydrogenase 7 [Source:NCBI gene (formerly Entrezgene);Acc:101019563],HSD17B7,ENSG00000132196
ENSPANG00000022213,ENSPANT00000023053,SLAMF9,SLAM family member 9 [Source:NCBI gene (formerly Entrezgene);Acc:101012544],SLAMF9,ENSG00000162723
ENSPANG00000022213,ENSPANT00000034800,SLAMF9,SLAM family member 9 [Source:NCBI gene (formerly Entrezgene);Acc:101012544],SLAMF9,ENSG00000162723
ENSPANG00000000679,ENSPANT00000019006,B4GALT3,"beta-1,4-galactosyltransferase 3 [Source:NCBI gene (formerly Entrezgene);Acc:101001587]",B4GALT3,ENSG00000158850
ENSPANG00000023686,ENSPANT00000022359,TOP3A,DNA topoisomerase III alpha [Source:NCBI gene (formerly Entrezgene);Acc:101025704],TOP3A,ENSG00000177302
ENSPANG00000023626,ENSPANT00000016562,GTPBP2,GTP binding protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101022648],GTPBP2,ENSG00000172432
ENSPANG00000034687,ENSPANT00000059508,FABP1,fatty acid binding protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101005203],FABP1,ENSG00000163586
ENSPANG00000034687,ENSPANT00000043655,FABP1,fatty acid binding protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101005203],FABP1,ENSG00000163586
ENSPANG00000012126,ENSPANT00000002883,TBRG1,transforming growth factor beta regulator 1 [Source:NCBI gene (formerly Entrezgene);Acc:101004520],TBRG1,ENSG00000154144
ENSPANG00000012126,ENSPANT00000048558,TBRG1,transforming growth factor beta regulator 1 [Source:NCBI gene (formerly Entrezgene);Acc:101004520],TBRG1,ENSG00000154144
ENSPANG00000012126,ENSPANT00000034526,TBRG1,transforming growth factor beta regulator 1 [Source:NCBI gene (formerly Entrezgene);Acc:101004520],TBRG1,ENSG00000154144
ENSPANG00000012126,ENSPANT00000039565,TBRG1,transforming growth factor beta regulator 1 [Source:NCBI gene (formerly Entrezgene);Acc:101004520],TBRG1,ENSG00000154144
ENSPANG00000020042,ENSPANT00000003779,UBALD2,UBA like domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:101018894],UBALD2,ENSG00000185262
ENSPANG00000020292,ENSPANT00000056247,RAB37,"RAB37, member RAS oncogene family [Source:NCBI gene (formerly Entrezgene);Acc:101019138]",RAB37,ENSG00000172794
ENSPANG00000020292,ENSPANT00000052588,RAB37,"RAB37, member RAS oncogene family [Source:NCBI gene (formerly Entrezgene);Acc:101019138]",RAB37,ENSG00000172794
ENSPANG00000020292,ENSPANT00000054030,RAB37,"RAB37, member RAS oncogene family [Source:NCBI gene (formerly Entrezgene);Acc:101019138]",RAB37,ENSG00000172794
ENSPANG00000020292,ENSPANT00000003543,RAB37,"RAB37, member RAS oncogene family [Source:NCBI gene (formerly Entrezgene);Acc:101019138]",RAB37,ENSG00000172794
ENSPANG00000020292,ENSPANT00000033586,RAB37,"RAB37, member RAS oncogene family [Source:NCBI gene (formerly Entrezgene);Acc:101019138]",RAB37,ENSG00000172794
ENSPANG00000025732,ENSPANT00000027300,CTNNAL1,catenin alpha like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101014594],CTNNAL1,ENSG00000119326
ENSPANG00000025732,ENSPANT00000027299,CTNNAL1,catenin alpha like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101014594],CTNNAL1,ENSG00000119326
ENSPANG00000025732,ENSPANT00000037123,CTNNAL1,catenin alpha like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101014594],CTNNAL1,ENSG00000119326
ENSPANG00000025732,ENSPANT00000059019,CTNNAL1,catenin alpha like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101014594],CTNNAL1,ENSG00000119326
ENSPANG00000006330,ENSPANT00000003404,ACER1,alkaline ceramidase 1 [Source:NCBI gene (formerly Entrezgene);Acc:100999921],ACER1,ENSG00000167769
ENSPANG00000016219,ENSPANT00000017238,UGDH,UDP-glucose 6-dehydrogenase [Source:NCBI gene (formerly Entrezgene);Acc:101005241],UGDH,ENSG00000109814
ENSPANG00000016219,ENSPANT00000037184,UGDH,UDP-glucose 6-dehydrogenase [Source:NCBI gene (formerly Entrezgene);Acc:101005241],UGDH,ENSG00000109814
ENSPANG00000022560,ENSPANT00000008398,ZNF74,zinc finger protein 74 [Source:NCBI gene (formerly Entrezgene);Acc:101000754],ZNF74,ENSG00000185252
ENSPANG00000022560,ENSPANT00000008399,ZNF74,zinc finger protein 74 [Source:NCBI gene (formerly Entrezgene);Acc:101000754],ZNF74,ENSG00000185252
ENSPANG00000004322,ENSPANT00000025935,STK35,serine/threonine kinase 35 [Source:NCBI gene (formerly Entrezgene);Acc:101016589],STK35,ENSG00000125834
ENSPANG00000012315,ENSPANT00000046987,SLC3A2,solute carrier family 3 member 2 [Source:NCBI gene (formerly Entrezgene);Acc:101002647],SLC3A2,ENSG00000168003
ENSPANG00000012315,ENSPANT00000043157,SLC3A2,solute carrier family 3 member 2 [Source:NCBI gene (formerly Entrezgene);Acc:101002647],SLC3A2,ENSG00000168003
ENSPANG00000012315,ENSPANT00000025236,SLC3A2,solute carrier family 3 member 2 [Source:NCBI gene (formerly Entrezgene);Acc:101002647],SLC3A2,ENSG00000168003
ENSPANG00000000901,ENSPANT00000032075,VAV3,vav guanine nucleotide exchange factor 3 [Source:NCBI gene (formerly Entrezgene);Acc:101022961],VAV3,ENSG00000134215
ENSPANG00000000901,ENSPANT00000012119,VAV3,vav guanine nucleotide exchange factor 3 [Source:NCBI gene (formerly Entrezgene);Acc:101022961],VAV3,ENSG00000134215
ENSPANG00000000901,ENSPANT00000050144,VAV3,vav guanine nucleotide exchange factor 3 [Source:NCBI gene (formerly Entrezgene);Acc:101022961],VAV3,ENSG00000134215
ENSPANG00000011373,ENSPANT00000012063,CALCOCO1,calcium binding and coiled-coil domain 1 [Source:NCBI gene (formerly Entrezgene);Acc:101021535],CALCOCO1,ENSG00000012822
ENSPANG00000011373,ENSPANT00000012061,CALCOCO1,calcium binding and coiled-coil domain 1 [Source:NCBI gene (formerly Entrezgene);Acc:101021535],CALCOCO1,ENSG00000012822
ENSPANG00000013804,ENSPANT00000048095,SRL,sarcalumenin [Source:NCBI gene (formerly Entrezgene);Acc:101006299],SRL,ENSG00000185739
ENSPANG00000013804,ENSPANT00000018733,SRL,sarcalumenin [Source:NCBI gene (formerly Entrezgene);Acc:101006299],SRL,ENSG00000185739
ENSPANG00000017749,ENSPANT00000022117,PIH1D1,PIH1 domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:101006293],PIH1D1,ENSG00000104872
ENSPANG00000012399,ENSPANT00000045474,EIF5A2,eukaryotic translation initiation factor 5A2 [Source:NCBI gene (formerly Entrezgene);Acc:101022754],EIF5A2,ENSG00000163577
ENSPANG00000012399,ENSPANT00000021447,EIF5A2,eukaryotic translation initiation factor 5A2 [Source:NCBI gene (formerly Entrezgene);Acc:101022754],EIF5A2,ENSG00000163577
ENSPANG00000021014,ENSPANT00000012975,NOLC1,nucleolar and coiled-body phosphoprotein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101019326],NOLC1,ENSG00000166197
ENSPANG00000021014,ENSPANT00000042071,NOLC1,nucleolar and coiled-body phosphoprotein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101019326],NOLC1,ENSG00000166197
ENSPANG00000021014,ENSPANT00000050798,NOLC1,nucleolar and coiled-body phosphoprotein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101019326],NOLC1,ENSG00000166197
ENSPANG00000017339,ENSPANT00000049069,TOMM6,translocase of outer mitochondrial membrane 6 [Source:NCBI gene (formerly Entrezgene);Acc:103883680],TOMM6,ENSG00000214736
ENSPANG00000017339,ENSPANT00000019399,TOMM6,translocase of outer mitochondrial membrane 6 [Source:NCBI gene (formerly Entrezgene);Acc:103883680],TOMM6,ENSG00000214736
ENSPANG00000026190,ENSPANT00000007343,ZBTB46,zinc finger and BTB domain-containing protein 46 [Source:NCBI gene (formerly Entrezgene);Acc:101007235],ZBTB46,ENSG00000130584
ENSPANG00000026190,ENSPANT00000032652,ZBTB46,zinc finger and BTB domain-containing protein 46 [Source:NCBI gene (formerly Entrezgene);Acc:101007235],ZBTB46,ENSG00000130584
ENSPANG00000025127,ENSPANT00000010839,DLD,dihydrolipoamide dehydrogenase [Source:NCBI gene (formerly Entrezgene);Acc:101026160],DLD,ENSG00000091140
ENSPANG00000025127,ENSPANT00000047400,DLD,dihydrolipoamide dehydrogenase [Source:NCBI gene (formerly Entrezgene);Acc:101026160],DLD,ENSG00000091140
ENSPANG00000025127,ENSPANT00000058253,DLD,dihydrolipoamide dehydrogenase [Source:NCBI gene (formerly Entrezgene);Acc:101026160],DLD,ENSG00000091140
ENSPANG00000024970,ENSPANT00000000119,ZFAND3,zinc finger AN1-type containing 3 [Source:NCBI gene (formerly Entrezgene);Acc:101011522],ZFAND3,ENSG00000156639
ENSPANG00000024970,ENSPANT00000055201,ZFAND3,zinc finger AN1-type containing 3 [Source:NCBI gene (formerly Entrezgene);Acc:101011522],ZFAND3,ENSG00000156639
ENSPANG00000011369,ENSPANT00000054396,SCYL1,SCY1 like pseudokinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101020985],SCYL1,ENSG00000142186
ENSPANG00000011369,ENSPANT00000011595,SCYL1,SCY1 like pseudokinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101020985],SCYL1,ENSG00000142186
ENSPANG00000011369,ENSPANT00000041541,SCYL1,SCY1 like pseudokinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101020985],SCYL1,ENSG00000142186
ENSPANG00000011369,ENSPANT00000055542,SCYL1,SCY1 like pseudokinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101020985],SCYL1,ENSG00000142186
ENSPANG00000020440,ENSPANT00000021674,RP9,retinitis pigmentosa 9 protein [Source:NCBI gene (formerly Entrezgene);Acc:101017922],RP9,ENSG00000164610
ENSPANG00000015654,ENSPANT00000049696,NUDT22,nudix hydrolase 22 [Source:NCBI gene (formerly Entrezgene);Acc:101016247],NUDT22,ENSG00000149761
ENSPANG00000015654,ENSPANT00000010262,NUDT22,nudix hydrolase 22 [Source:NCBI gene (formerly Entrezgene);Acc:101016247],NUDT22,ENSG00000149761
ENSPANG00000015654,ENSPANT00000058462,NUDT22,nudix hydrolase 22 [Source:NCBI gene (formerly Entrezgene);Acc:101016247],NUDT22,ENSG00000149761
ENSPANG00000022874,ENSPANT00000020212,MEPCE,methylphosphate capping enzyme [Source:NCBI gene (formerly Entrezgene);Acc:101009719],MEPCE,ENSG00000146834
ENSPANG00000022874,ENSPANT00000007938,MEPCE,methylphosphate capping enzyme [Source:NCBI gene (formerly Entrezgene);Acc:101009719],MEPCE,ENSG00000146834
ENSPANG00000015779,ENSPANT00000004459,UBE2QL1,ubiquitin conjugating enzyme E2 Q family like 1 [Source:NCBI gene (formerly Entrezgene);Acc:110743425],UBE2QL1,ENSG00000215218
ENSPANG00000005924,ENSPANT00000001408,ZBTB16,zinc finger and BTB domain containing 16 [Source:NCBI gene (formerly Entrezgene);Acc:101023686],ZBTB16,ENSG00000109906
ENSPANG00000007044,ENSPANT00000039335,AKIP1,A-kinase interacting protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101017790],AKIP1,ENSG00000166452
ENSPANG00000007044,ENSPANT00000004146,AKIP1,A-kinase interacting protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101017790],AKIP1,ENSG00000166452
ENSPANG00000007044,ENSPANT00000031913,AKIP1,A-kinase interacting protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101017790],AKIP1,ENSG00000166452
ENSPANG00000010526,ENSPANT00000022729,ERGIC2,ERGIC and golgi 2 [Source:NCBI gene (formerly Entrezgene);Acc:101005876],ERGIC2,ENSG00000087502
ENSPANG00000024178,ENSPANT00000015968,TAP1,"transporter 1, ATP binding cassette subfamily B member [Source:NCBI gene (formerly Entrezgene);Acc:101014735]",TAP1,ENSG00000168394
ENSPANG00000023465,ENSPANT00000024817,FADD,Fas associated via death domain [Source:NCBI gene (formerly Entrezgene);Acc:101017433],FADD,ENSG00000168040
ENSPANG00000015577,ENSPANT00000007899,PLRG1,pleiotropic regulator 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016660],PLRG1,ENSG00000171566
ENSPANG00000015577,ENSPANT00000045889,PLRG1,pleiotropic regulator 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016660],PLRG1,ENSG00000171566
ENSPANG00000015577,ENSPANT00000044573,PLRG1,pleiotropic regulator 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016660],PLRG1,ENSG00000171566
ENSPANG00000015574,ENSPANT00000032068,NAF1,nuclear assembly factor 1 ribonucleoprotein [Source:NCBI gene (formerly Entrezgene);Acc:101005945],NAF1,ENSG00000145414
ENSPANG00000015574,ENSPANT00000016319,NAF1,nuclear assembly factor 1 ribonucleoprotein [Source:NCBI gene (formerly Entrezgene);Acc:101005945],NAF1,ENSG00000145414
ENSPANG00000015574,ENSPANT00000016320,NAF1,nuclear assembly factor 1 ribonucleoprotein [Source:NCBI gene (formerly Entrezgene);Acc:101005945],NAF1,ENSG00000145414
ENSPANG00000019545,ENSPANT00000021082,TTC27,tetratricopeptide repeat domain 27 [Source:NCBI gene (formerly Entrezgene);Acc:101000774],TTC27,ENSG00000018699
ENSPANG00000019681,ENSPANT00000029045,GAA,"glucosidase alpha, acid [Source:NCBI gene (formerly Entrezgene);Acc:101017342]",GAA,ENSG00000171298
ENSPANG00000006364,ENSPANT00000028089,ECM1,extracellular matrix protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101017069],ECM1,ENSG00000143369
ENSPANG00000006364,ENSPANT00000043840,ECM1,extracellular matrix protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101017069],ECM1,ENSG00000143369
ENSPANG00000002384,ENSPANT00000055997,COX20,"cytochrome c oxidase assembly protein COX20, mitochondrial [Source:NCBI gene (formerly Entrezgene);Acc:101019361]",COX20,ENSG00000203667
ENSPANG00000002384,ENSPANT00000028855,COX20,"cytochrome c oxidase assembly protein COX20, mitochondrial [Source:NCBI gene (formerly Entrezgene);Acc:101019361]",COX20,ENSG00000203667
ENSPANG00000011864,ENSPANT00000034113,ARHGEF1,Rho guanine nucleotide exchange factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:101013796],ARHGEF1,ENSG00000076928
ENSPANG00000011864,ENSPANT00000000424,ARHGEF1,Rho guanine nucleotide exchange factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:101013796],ARHGEF1,ENSG00000076928
ENSPANG00000011864,ENSPANT00000033488,ARHGEF1,Rho guanine nucleotide exchange factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:101013796],ARHGEF1,ENSG00000076928
ENSPANG00000011864,ENSPANT00000032949,ARHGEF1,Rho guanine nucleotide exchange factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:101013796],ARHGEF1,ENSG00000076928
ENSPANG00000025632,ENSPANT00000044592,RCHY1,ring finger and CHY zinc finger domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:101017011],RCHY1,ENSG00000163743
ENSPANG00000025632,ENSPANT00000045958,RCHY1,ring finger and CHY zinc finger domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:101017011],RCHY1,ENSG00000163743
ENSPANG00000025632,ENSPANT00000044990,RCHY1,ring finger and CHY zinc finger domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:101017011],RCHY1,ENSG00000163743
ENSPANG00000025632,ENSPANT00000017101,RCHY1,ring finger and CHY zinc finger domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:101017011],RCHY1,ENSG00000163743
ENSPANG00000016925,ENSPANT00000020983,RNF40,ring finger protein 40 [Source:NCBI gene (formerly Entrezgene);Acc:101016669],RNF40,ENSG00000103549
ENSPANG00000016925,ENSPANT00000046521,RNF40,ring finger protein 40 [Source:NCBI gene (formerly Entrezgene);Acc:101016669],RNF40,ENSG00000103549
ENSPANG00000016925,ENSPANT00000034339,RNF40,ring finger protein 40 [Source:NCBI gene (formerly Entrezgene);Acc:101016669],RNF40,ENSG00000103549
ENSPANG00000016925,ENSPANT00000039551,RNF40,ring finger protein 40 [Source:NCBI gene (formerly Entrezgene);Acc:101016669],RNF40,ENSG00000103549
ENSPANG00000018788,ENSPANT00000047198,PABPC1L,poly(A) binding protein cytoplasmic 1 like [Source:NCBI gene (formerly Entrezgene);Acc:101021652],PABPC1L,ENSG00000101104
ENSPANG00000018788,ENSPANT00000054251,PABPC1L,poly(A) binding protein cytoplasmic 1 like [Source:NCBI gene (formerly Entrezgene);Acc:101021652],PABPC1L,ENSG00000101104
ENSPANG00000018788,ENSPANT00000045043,PABPC1L,poly(A) binding protein cytoplasmic 1 like [Source:NCBI gene (formerly Entrezgene);Acc:101021652],PABPC1L,ENSG00000101104
ENSPANG00000018788,ENSPANT00000023280,PABPC1L,poly(A) binding protein cytoplasmic 1 like [Source:NCBI gene (formerly Entrezgene);Acc:101021652],PABPC1L,ENSG00000101104
ENSPANG00000012804,ENSPANT00000003329,CLASRP,CLK4 associating serine/arginine rich protein [Source:NCBI gene (formerly Entrezgene);Acc:101019406],CLASRP,ENSG00000104859
ENSPANG00000012804,ENSPANT00000042082,CLASRP,CLK4 associating serine/arginine rich protein [Source:NCBI gene (formerly Entrezgene);Acc:101019406],CLASRP,ENSG00000104859
ENSPANG00000012804,ENSPANT00000042665,CLASRP,CLK4 associating serine/arginine rich protein [Source:NCBI gene (formerly Entrezgene);Acc:101019406],CLASRP,ENSG00000104859
